"Dee S.","Made reservations for our party of 11 and the host told us we would get the party room in the back. Once the day arrived and we showed up, they did not recall that comment, but luckily the room was still available for our use (drama diverted!). The room itself is not a VIP experience it is pretty much a storage closest converted into a room with a tv/stereo hook up and random height tables lining the sides of the walls so your party would have to sit in one big U form. We didn't mind and after moving some tables around we made it work. We were just glad to have the space and be loud as we want without disturbing other patrons. We ordered just about everything on the menu, but the highlights were:
-Chili Spider Salmon Roll
-Lime Scallop Roll
-Red Dragon Roll
-Three of a Kind
-Golden Shrimp Roll
-Spicy Ramen (AND OMG is it spicy)
-Katsudon/ Katsu
-Grilled Endamame!
-Otokoyama Junmai cold sake!
Our group was treated well and our food came in an orderly fashion. The wait staff was attentive in refilling our drinks and most of all not freaking out when we split the bill among 4 credit cards. Thank you Amakara, you have fulfilled my sushi cravings and will look forward to coming back very soon!","5"
"Frances P.","Minus one star for the horrific wait times but once you're seated and served, this place is perfection. Very attentive and friendly service, AMAZING quality food, and clean/sanitary atmosphere. Their fish quality is super fresh and portion sizes are great for what you pay for. It is always crowded because everyone loves this place. Despite the long wait, this place is one of the best sushi spots in the whole Bay Area.","4"
"Emilie N.","Trust me, the wait is worth it. I've been here three times in the past four months and every time my boyfriend and I have gotten something different and everything has been great. Definitely get the grilled edamame and crab stuffed jalapeño to start. All the drinks are yummy and the staff has always been very friendly despite how busy they always are. A little on the pricey side but the food is great.","4"
"Jesse P.","Truly the best sushi in the area. You will not be disappointed in the quality of any menu item. Has a long wait time for dinner most nights of the week, but this is only a testament to this restaurants quality.","5"
"Vanessa L.","This is the most overrated sushi place I have ever been to. I cannot figure out why this place has 4 stars. Is it because the Dublin population thinks this is what Japanese food is supposed to taste like? I came here on a Saturday night to an hour long waiting list. We ended up sitting at the sushi bar. The rolls were nothing special, yet pricey. The fish did not taste fresh. The only good thing was the grilled edamame, and my cocktail was pretty good. There are so many other sushi places where the food is actually good and fresh, and doesn't cost this much. If you're looking for good sushi, look anywhere but here.","1"
"Zia S.","I would've given this place 5/5 if the bar tender knew what she was doing. They've got awesome and delicious food, but I encountered a very bad experience when I ordered my drinks. The girl who was running the bar had no idea how to make the drinks. She messed up my Bloody Mary twice, and the lady who was sitting right next to me order a drink she messed that up as well. We visited the place on 11/21/2016.","3"
"Jeffery W.","It's super Americanized sushi. The rolls and donburi are edible and there are much worse in the trivalley. Annoyingly it's usually crowded so the Popeye's down the block starts to look very attractive. I only come here when I don't want to drive far.
2/17/2016 Wasabi Bistro in Livermore is better but I couldn't give it 3.5 stars.","3"
"Omid A.","Personally one of my favorite places in the Bay Area to get sushi! I often take my bosses out here for dinner because of their various verities of fresh fish and delicacies they use for their sushi. The jalapeño hamachi roll is probably one of my favorites and is a Amakara Original as well as the Shrimp Mango. They have very unique flavors to all speciality rolls which I do advise you try, I was however very skeptical to the grilled edamame until I tried it and I fell in love with it. My only knock on this establishment is the fact is their service lacks the type of hospitality and punctuality that would make you want to go out of your way to come there just to eat their, and for that I knock them down one star. (I wish I could only do half since again it has more to do with service then food)","4"
"Woody W.","Yet another wonderful meal at Amakara's. ""SPARK"" was our waiter and helped with a great recommendation of a chili spider salmon roll. Plus some salmon sashim, our favorite Red Dragon, and a hawaiann delight rounded out our meal.
Also the drinks were great, we have had sweettart martini, Neo Tokyo Tea, and Blackberry sage kamikaze.
Great job guys, AGAIN","5"
"Ryan Y.","This sushi spot is one of the best AND busiest spots I have ever been to in the area. The quality of the sushi is amazing! It's really hard to get some good tasting Uni & Ikura and it was by far best quality I've ever had in a while. The only reason I'm knocking a star down is because they didn't have ""real"" wasabi served and that has become a big thing for me recently. It just completes the authentic sushi experience. Other than that, 5 stars for the amazing quality and service!","4"
