"Alex O.","Good lord. This place is loud!
Food is pretty good too. But I find it hard to enjoy a meal here, due to the volume inside.
It's a bit pricy as well.","4"
"Arj T.","I love Amakara. Used to come here frequently back in 2015,2016 . Visiting 1st time in 2 years brings back memories. Cant wait to devour my Hawaiian sushi.","4"
"Adam T.","I have always been an adamant sushi lover, and Amakara never seems to disappoint me. Whenever I am in the area I will always go to Amakara, their sushi and service is of the utmost quality. I am always happy to dine here.","5"
"Joe T.","What a rude arrogant person behind the bar who served our meal. I don't know his name but I will steer clear of his service if we ever go here again. Table service with a tip would have worked over this ass. Good food and atmosphere ruined by someone who talks before they think about what is being said. We were never out of line just showed up, ordered, ate, and paid for a meal. This Asian male simply speculated events at us as if we cared.
Looked like he had some control over the place as he directed traffic. Thanks for making us feel unwelcome. Nice way to treat a guest.","1"
"Alice C.","Came here for dinner on a Tuesday night with friends. Wait time was half an hour which was decent. Food was pretty good, but prices are definitely high at this place. Was apprehensive of paying with my card here despite the bad reviews related to card use. Checked my bank activity and so far so good.","4"
"Doug H.","Good Sushi here, a bit expensive - but definitely one of the better sushi spots in the bay area outside of the city.","5"
"Joe B.","First time at this place. Was busy at lunch time so I'm guessing people must like it!
Was greeted promptly and took a seat at there sushi bar. Good menu, placed my order and it was about 15 mind for food to arrive not to bad with how busy they were.
I will definitely come back for seconds!!","5"
"Mina T.","Came here on a Friday night at prime time around 7:30. The wait was about 40 minutes so my husband and I waited near the bar and ordered a drink. The bartenders were quick to take our order - I'd recommend the Amakara Cocktail for anyone who likes a fruity cocktail that is not too sweet. Our waiter for the night was James and he was quick to take our order and helpful if we had any questions. The sushi was delicious and the ambiance of the restaurant makes it for a nice spot to check out!","5"
"Steve L.","Delicious food, and great drinks with good service. Be prepared to wait for a table if you come in during peak dining hours. The wait is well worth it though. I love the creativity they put into the custom rolls and the craft they put into the cocktails. Great place for a date night or an outing with the gang.","5"
"Tee n Em K.","We love this place. Everyone else does too...so it can get busy. Great sushi! Great Japanese dishes! Great happy hour draft prices! Highly recommend!","5"
